id,category,product_class,product_sub_class,cost,margin,UPC_code,sku,date_marked_clearance,description,age,inventory_location,msrp,promotional_price,model_number,color,created_at,updated_at
665,Televisions,Speakers,Power speakers,2842,16,2147483647,4959,1/14/1918,test 665,4,US,3641,9618,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
666,Cameras,LCD,"31""- 40""",5098,15,2147483647,4602,11/25/1919,test 666,8,US,7375,8687,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
667,Televisions,Surge Protectors,"31""- 40""",7036,15,2147483647,3918,7/11/1988,test 667,33,US,8278,6035,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
668,Cameras,Speakers,"31""- 40""",1894,15,2147483647,4272,7/3/1957,test 668,24,US,1713,1774,1770930572,yellow,7/16/2009 9:23,7/16/2009 9:23
669,Televisions,Speakers,In-Wall Speakers,1365,16,2147483647,471,4/9/1953,test 669,6,US,1916,8171,1670958856,yellow,7/16/2009 9:23,7/16/2009 9:23
670,Accessories,Surge Protectors,"41"" and above",5842,16,2147483647,6746,9/27/1999,test 670,17,US,7460,1819,587694040,blue,7/16/2009 9:23,7/16/2009 9:23
671,Home Audio,Digital,Power speakers,8160,16,2147483647,9181,6/27/1910,test 671,2,US,6228,8645,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
672,Home Audio,Digital,Power speakers,7818,15,2147483647,4520,3/26/1931,test 672,35,US,9955,9834,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
673,Televisions,LCD,In-Wall Speakers,2546,15,2147483647,4105,1/24/1993,test 673,14,US,7642,7256,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
674,Cameras,LCD,Power speakers,5560,16,2147483647,9226,8/21/1927,test 674,22,US,607,7329,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
675,Home Audio,LCD,Power speakers,9821,16,2147483647,5719,1/24/1938,test 675,35,US,5517,8416,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
676,Televisions,Surge Protectors,"31""- 40""",5835,16,2147483647,9213,7/3/1957,test 676,16,US,7695,1288,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
677,Televisions,Surge Protectors,"21"" - 30""",2547,15,2147483647,5507,9/22/1944,test 677,15,US,5794,1422,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
678,Accessories,Digital,"31""- 40""",8187,16,579315612,8680,4/8/1927,test 678,31,US,3009,3223,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
679,Televisions,Speakers,Power speakers,2693,16,2147483647,4857,8/5/1944,test 679,7,US,8295,6567,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
680,Home Audio,Speakers,"31""- 40""",8777,15,2147483647,7522,7/21/1918,test 680,4,US,7962,8366,806966155,green,7/16/2009 9:23,7/16/2009 9:23
681,Home Audio,LCD,In-Wall Speakers,9465,16,1222008358,6883,7/19/1919,test 681,9,US,7718,5008,2122212195,white,7/16/2009 9:23,7/16/2009 9:23
682,Accessories,LCD,"31""- 40""",2384,15,2147483647,9429,1/15/1980,test 682,47,US,1008,9587,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
683,Cameras,Surge Protectors,"41"" and above",1560,16,2147483647,121,2/24/1934,test 683,1,US,9611,8721,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
684,Accessories,Speakers,Power speakers,337,16,2147483647,1739,6/27/1997,test 684,9,US,7979,9731,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
685,Televisions,Surge Protectors,"31""- 40""",7719,15,2147483647,1923,2/9/2001,test 685,46,US,3861,3060,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
686,Accessories,Surge Protectors,In-Wall Speakers,7311,15,770264485,2960,9/12/1920,test 686,27,US,8594,5193,1193732999,green,7/16/2009 9:23,7/16/2009 9:23
687,Accessories,Speakers,"41"" and above",6780,16,2147483647,3964,10/3/1967,test 687,48,US,4415,6012,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
688,Accessories,Speakers,"21"" - 30""",7405,16,2147483647,9380,1/7/1922,test 688,14,US,3738,5048,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
689,Televisions,Speakers,"31""- 40""",5413,15,2147483647,3256,4/23/1995,test 689,1,US,3975,6308,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
690,Televisions,Digital,"41"" and above",7473,15,1258653634,1780,10/24/2003,test 690,37,US,538,6691,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
691,Cameras,Surge Protectors,Power speakers,7280,15,2147483647,2791,10/13/1916,test 691,1,US,8959,1626,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
692,Accessories,Speakers,"21"" - 30""",3965,16,1999449751,5708,2/6/2000,test 692,27,US,1648,6993,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
693,Televisions,Speakers,In-Wall Speakers,8485,15,2147483647,9332,7/20/1985,test 693,41,US,7808,7667,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
694,Cameras,Speakers,In-Wall Speakers,5974,16,2147483647,4702,5/8/1920,test 694,20,US,6543,7897,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
695,Home Audio,LCD,"21"" - 30""",7654,16,2147483647,7385,9/21/1985,test 695,40,US,9240,5550,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
696,Home Audio,Surge Protectors,In-Wall Speakers,8590,15,593516312,7976,7/7/1924,test 696,36,US,7881,4645,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
697,Accessories,Digital,"41"" and above",755,16,111136031,2172,8/18/1927,test 697,23,US,5380,9651,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
698,Cameras,Digital,"41"" and above",5721,15,660792853,3130,4/11/2001,test 698,4,US,6979,7550,584393318,blue,7/16/2009 9:23,7/16/2009 9:23
699,Home Audio,Speakers,"41"" and above",3178,16,2147483647,9909,11/20/1959,test 699,23,US,6549,9652,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
700,Home Audio,LCD,In-Wall Speakers,3030,16,1052526826,3523,3/15/1974,test 700,37,US,5027,1664,1052407799,blue,7/16/2009 9:23,7/16/2009 9:23
701,Home Audio,Speakers,"41"" and above",8169,16,2147483647,3326,6/17/1943,test 701,38,US,2643,1834,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
702,Home Audio,Speakers,In-Wall Speakers,2537,15,2147483647,3935,7/25/1983,test 702,27,US,1833,7530,2011397024,green,7/16/2009 9:23,7/16/2009 9:23
703,Cameras,LCD,"41"" and above",3850,16,2147483647,1429,10/6/1947,test 703,24,US,367,3134,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
704,Televisions,LCD,"21"" - 30""",7922,16,1611041928,7896,2/18/1929,test 704,16,US,6115,2777,425476968,blue,7/16/2009 9:23,7/16/2009 9:23
705,Accessories,Speakers,"21"" - 30""",9842,15,2147483647,4278,11/14/1937,test 705,42,US,282,4850,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
706,Cameras,Surge Protectors,Power speakers,3350,15,2147483647,5064,9/23/1964,test 706,9,US,4790,5053,249681097,green,7/16/2009 9:23,7/16/2009 9:23
707,Home Audio,Surge Protectors,Power speakers,9604,16,2147483647,4187,1/2/2002,test 707,19,US,5578,2734,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
708,Home Audio,Speakers,In-Wall Speakers,7064,16,2147483647,4409,6/18/1911,test 708,40,US,3070,6400,981716165,red,7/16/2009 9:23,7/16/2009 9:23
709,Cameras,LCD,"31""- 40""",3697,16,2147483647,4188,3/16/1988,test 709,36,US,3940,6369,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
710,Home Audio,LCD,"31""- 40""",6277,15,2147483647,5344,3/21/1994,test 710,5,US,1606,9161,943168413,blue,7/16/2009 9:23,7/16/2009 9:23
711,Home Audio,LCD,"41"" and above",746,15,2147483647,7509,6/21/1988,test 711,27,US,1452,8532,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
712,Accessories,Speakers,Power speakers,9317,15,2147483647,80,11/26/1983,test 712,36,US,2763,1999,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
713,Home Audio,LCD,"31""- 40""",3682,15,2147483647,9783,3/7/1937,test 713,25,US,5258,4685,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
714,Cameras,Surge Protectors,"31""- 40""",1470,16,2147483647,3822,3/16/2008,test 714,29,US,9129,3452,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
715,Accessories,Digital,In-Wall Speakers,893,15,1207782728,9584,2/16/1912,test 715,18,US,513,8697,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
716,Accessories,Speakers,"31""- 40""",4139,15,2147483647,7835,5/10/1952,test 716,42,US,2503,8866,625815704,yellow,7/16/2009 9:23,7/16/2009 9:23
717,Accessories,LCD,In-Wall Speakers,1677,15,2147483647,8341,4/20/1980,test 717,27,US,9912,1913,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
718,Cameras,Digital,"31""- 40""",2173,16,1171627113,4099,11/21/1978,test 718,23,US,7862,642,2079434852,black,7/16/2009 9:23,7/16/2009 9:23
719,Televisions,Speakers,"21"" - 30""",32,16,2147483647,3840,3/24/1923,test 719,34,US,3738,7982,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
720,Accessories,Digital,"31""- 40""",7812,16,2147483647,2478,2/16/1955,test 720,2,US,2596,1950,1616049309,white,7/16/2009 9:23,7/16/2009 9:23
721,Televisions,LCD,"31""- 40""",8389,16,2147483647,6038,1/19/1985,test 721,23,US,5274,1813,1628529449,green,7/16/2009 9:23,7/16/2009 9:23
722,Televisions,Digital,In-Wall Speakers,7019,16,2147483647,3181,11/13/2006,test 722,2,US,9917,8879,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
723,Televisions,Digital,Power speakers,3987,16,2147483647,791,5/27/1939,test 723,38,US,4440,9377,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
724,Cameras,Digital,In-Wall Speakers,4859,15,2147483647,512,3/24/1930,test 724,20,US,5825,6269,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
725,Accessories,LCD,Power speakers,4668,16,2068131783,4254,2/14/1913,test 725,11,US,7078,9478,111250956,black,7/16/2009 9:23,7/16/2009 9:23
726,Televisions,LCD,In-Wall Speakers,6600,15,2147483647,8860,2/6/2007,test 726,11,US,2246,889,1268215011,blue,7/16/2009 9:23,7/16/2009 9:23
727,Accessories,LCD,"31""- 40""",1972,16,2147483647,6900,4/14/2003,test 727,23,US,9155,2238,1500882303,green,7/16/2009 9:23,7/16/2009 9:23
728,Accessories,Surge Protectors,"21"" - 30""",55,15,1924344074,1967,5/16/1992,test 728,48,US,857,2741,97999958,red,7/16/2009 9:23,7/16/2009 9:23
729,Accessories,Surge Protectors,"41"" and above",7230,15,2147483647,2627,4/27/1974,test 729,5,US,8152,8452,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
730,Accessories,LCD,"31""- 40""",7940,15,2147483647,9574,7/19/2001,test 730,46,US,823,1015,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
731,Televisions,Digital,In-Wall Speakers,8371,15,2147483647,9856,8/24/1925,test 731,33,US,5140,8468,1151031081,blue,7/16/2009 9:23,7/16/2009 9:23
732,Home Audio,Surge Protectors,"21"" - 30""",1321,16,1216319628,5918,5/8/1954,test 732,31,US,7083,9476,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
733,Accessories,Speakers,Power speakers,7734,15,982864929,4210,4/12/1948,test 733,16,US,3471,1789,1045217520,yellow,7/16/2009 9:23,7/16/2009 9:23
734,Televisions,Digital,"41"" and above",5023,15,2147483647,5630,6/2/1953,test 734,50,US,4128,5404,1973511504,green,7/16/2009 9:23,7/16/2009 9:23
735,Home Audio,Surge Protectors,Power speakers,2045,15,2147483647,6251,11/14/1910,test 735,18,US,1268,4049,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
736,Cameras,Surge Protectors,In-Wall Speakers,6275,16,2147483647,6830,8/20/1910,test 736,30,US,5652,5277,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
737,Accessories,Digital,Power speakers,7239,16,2147483647,2098,10/3/1935,test 737,19,US,4885,2197,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
738,Televisions,Surge Protectors,In-Wall Speakers,773,16,2147483647,9598,3/6/1937,test 738,44,US,278,3084,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
739,Televisions,Surge Protectors,"21"" - 30""",9712,15,2147483647,8433,9/3/1933,test 739,14,US,5586,6322,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
740,Televisions,Speakers,In-Wall Speakers,7771,16,2147483647,1462,2/17/1932,test 740,34,US,6203,6239,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
741,Home Audio,LCD,"41"" and above",3322,16,2147483647,1075,7/24/1991,test 741,4,US,63,2198,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
742,Cameras,Speakers,"31""- 40""",3998,15,2147483647,9405,1/19/1993,test 742,22,US,3213,6165,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
743,Cameras,Surge Protectors,In-Wall Speakers,8867,16,2147483647,9361,1/9/1969,test 743,24,US,3492,4435,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
744,Televisions,Digital,"21"" - 30""",5014,16,2147483647,7519,7/10/1978,test 744,42,US,6799,6085,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
745,Home Audio,Digital,Power speakers,785,15,2147483647,5366,10/7/1960,test 745,29,US,7577,5376,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
746,Cameras,LCD,"31""- 40""",9029,16,2147483647,8156,4/22/1980,test 746,45,US,5183,9575,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
747,Accessories,LCD,"21"" - 30""",5718,16,2147483647,8588,3/3/1998,test 747,9,US,1223,1216,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
748,Accessories,Surge Protectors,In-Wall Speakers,9821,16,2147483647,3600,2/22/1995,test 748,39,US,7920,8647,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
749,Accessories,Speakers,"31""- 40""",2498,16,2147483647,1476,2/13/1918,test 749,45,US,2024,9895,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
750,Cameras,LCD,"31""- 40""",5075,15,1853871927,1870,8/10/1977,test 750,37,US,5493,5444,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
751,Accessories,Digital,Power speakers,6894,15,2147483647,9667,2/10/1996,test 751,13,US,4364,1531,1362498032,blue,7/16/2009 9:23,7/16/2009 9:23
752,Cameras,Speakers,Power speakers,6824,16,2147483647,8386,11/23/1916,test 752,3,US,2591,7199,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
753,Home Audio,Speakers,"41"" and above",2872,16,2147483647,4972,5/4/1955,test 753,17,US,5955,1590,78829459,black,7/16/2009 9:23,7/16/2009 9:23
754,Home Audio,LCD,"21"" - 30""",8228,15,625316106,5892,11/15/1960,test 754,7,US,2760,7652,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
755,Accessories,Digital,"41"" and above",5906,16,2147483647,5192,1/26/1999,test 755,1,US,1028,4542,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
756,Home Audio,Digital,In-Wall Speakers,6649,16,2147483647,1633,3/19/1921,test 756,25,US,8245,1941,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
757,Televisions,LCD,In-Wall Speakers,3407,15,2147483647,3130,7/3/1946,test 757,27,US,6151,8626,51395345,blue,7/16/2009 9:23,7/16/2009 9:23
758,Home Audio,Digital,"41"" and above",8334,16,2147483647,6729,4/27/1957,test 758,46,US,2746,9658,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
759,Televisions,Speakers,"41"" and above",7065,16,2147483647,4145,9/10/1921,test 759,16,US,5492,7346,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
760,Accessories,Digital,In-Wall Speakers,9156,16,2147483647,1503,3/13/1956,test 760,25,US,3076,9528,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
761,Home Audio,LCD,"41"" and above",2299,15,2147483647,2979,8/25/1950,test 761,45,US,694,7891,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
762,Home Audio,Digital,"31""- 40""",1756,15,2147483647,9368,4/6/1917,test 762,25,US,742,2080,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
763,Cameras,LCD,In-Wall Speakers,313,16,2147483647,8184,1/20/1936,test 763,36,US,8700,6149,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
764,Home Audio,Digital,"21"" - 30""",7673,15,2147483647,4110,5/14/1999,test 764,30,US,8025,8877,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
765,Accessories,Surge Protectors,"31""- 40""",4685,16,2147483647,9378,5/21/1991,test 765,47,US,8097,9275,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
766,Accessories,Digital,"41"" and above",8131,15,2147483647,9304,3/26/1953,test 766,9,US,9658,9529,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
767,Cameras,Surge Protectors,Power speakers,6989,15,2147483647,1864,6/17/1917,test 767,7,US,4938,8892,1369563382,red,7/16/2009 9:23,7/16/2009 9:23
768,Accessories,Speakers,"31""- 40""",5142,15,2147483647,7299,3/16/1998,test 768,10,US,1411,6816,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
769,Televisions,Surge Protectors,Power speakers,4155,16,1588544637,6428,10/24/1977,test 769,11,US,6761,1129,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
770,Televisions,LCD,"21"" - 30""",3939,15,1853779816,5058,2/22/1974,test 770,40,US,4363,9595,199084634,white,7/16/2009 9:23,7/16/2009 9:23
771,Televisions,Surge Protectors,Power speakers,4724,16,2147483647,5903,10/3/1920,test 771,20,US,8676,4691,817199183,blue,7/16/2009 9:23,7/16/2009 9:23
772,Home Audio,Surge Protectors,Power speakers,9354,16,2147483647,3648,7/3/1971,test 772,44,US,4825,6750,785347515,black,7/16/2009 9:23,7/16/2009 9:23
773,Cameras,Surge Protectors,In-Wall Speakers,757,15,2147483647,8079,2/1/1924,test 773,41,US,2377,3004,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
774,Home Audio,LCD,Power speakers,2039,15,2147483647,1194,3/20/2003,test 774,36,US,7940,4218,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
775,Cameras,Surge Protectors,Power speakers,4904,16,1604788568,5443,6/14/1987,test 775,11,US,3186,6782,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
776,Televisions,LCD,"21"" - 30""",3530,15,2147483647,8375,6/22/1934,test 776,32,US,9096,7830,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
777,Cameras,Speakers,In-Wall Speakers,4501,16,2147483647,5196,7/1/1961,test 777,9,US,2168,6645,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
778,Televisions,LCD,In-Wall Speakers,9179,16,2147483647,7683,10/12/1979,test 778,20,US,9924,2798,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
779,Televisions,Surge Protectors,In-Wall Speakers,5532,15,2147483647,9107,6/23/1974,test 779,35,US,6698,2404,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
780,Accessories,Speakers,"41"" and above",6592,15,62587146,9062,3/23/1936,test 780,11,US,6863,6803,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
781,Accessories,Speakers,In-Wall Speakers,1147,15,2147483647,9959,11/19/1983,test 781,50,US,5655,9262,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
782,Cameras,Speakers,In-Wall Speakers,8555,15,2147483647,5761,1/22/1962,test 782,16,US,13,9033,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
783,Home Audio,Digital,"31""- 40""",2239,15,2147483647,745,8/15/2008,test 783,8,US,1174,8839,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
784,Televisions,Surge Protectors,Power speakers,7016,16,726417644,1166,5/22/1939,test 784,37,US,1148,7423,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
785,Accessories,LCD,"41"" and above",6609,15,2147483647,4982,9/27/2007,test 785,23,US,1469,8728,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
786,Home Audio,LCD,"41"" and above",4238,15,2147483647,8637,9/2/1942,test 786,40,US,8866,412,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
787,Home Audio,LCD,"31""- 40""",1537,16,2147483647,9025,2/21/2008,test 787,18,US,6238,6967,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
788,Home Audio,LCD,"21"" - 30""",724,15,880074362,8456,8/27/1960,test 788,38,US,9228,2971,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
789,Home Audio,Digital,"21"" - 30""",7981,16,2147483647,1817,10/21/1945,test 789,25,US,9487,5539,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
790,Televisions,LCD,Power speakers,4999,15,2147483647,399,6/8/1980,test 790,8,US,4322,6730,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
791,Home Audio,Speakers,Power speakers,2778,16,2147483647,8640,6/22/1997,test 791,36,US,8968,4295,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
792,Televisions,Digital,"21"" - 30""",8512,16,2147483647,9739,7/23/1936,test 792,39,US,8012,778,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
793,Televisions,Speakers,"21"" - 30""",204,15,2147483647,7995,7/15/1954,test 793,17,US,9334,9622,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
794,Televisions,Digital,In-Wall Speakers,730,15,2147483647,7223,11/13/1961,test 794,32,US,6076,8430,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
795,Home Audio,Digital,Power speakers,8881,15,2147483647,9861,1/21/1940,test 795,46,US,2422,99,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
796,Cameras,LCD,"21"" - 30""",5291,16,2147483647,5478,2/21/1913,test 796,2,US,5716,3032,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
797,Home Audio,Surge Protectors,"21"" - 30""",357,15,1070275291,8677,9/6/1987,test 797,19,US,4061,2319,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
798,Accessories,Speakers,"31""- 40""",7127,15,2147483647,6986,1/5/1958,test 798,3,US,8831,6737,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
799,Televisions,LCD,"21"" - 30""",3370,16,2147483647,1408,2/19/1994,test 799,35,US,2314,339,1769716347,white,7/16/2009 9:23,7/16/2009 9:23
800,Home Audio,Digital,In-Wall Speakers,7083,15,2147483647,1929,4/11/1930,test 800,19,US,629,2356,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
801,Televisions,Surge Protectors,"31""- 40""",8116,15,2147483647,5144,3/26/1929,test 801,35,US,8748,8212,1206441150,green,7/16/2009 9:23,7/16/2009 9:23
802,Home Audio,Surge Protectors,"31""- 40""",3828,16,2147483647,7078,4/4/1967,test 802,32,US,2774,4656,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
803,Home Audio,Speakers,"31""- 40""",9668,16,2147483647,9559,10/25/1909,test 803,14,US,6265,6609,1765495362,white,7/16/2009 9:23,7/16/2009 9:23
804,Televisions,Speakers,"21"" - 30""",1595,15,2147483647,8739,7/19/1970,test 804,38,US,8115,7216,1707342409,red,7/16/2009 9:23,7/16/2009 9:23
805,Cameras,LCD,In-Wall Speakers,4225,16,2147483647,4998,11/19/1972,test 805,26,US,5992,3808,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
806,Cameras,Digital,"31""- 40""",9902,16,2147483647,1238,2/17/2000,test 806,41,US,9661,5771,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
807,Accessories,Digital,"21"" - 30""",4295,15,2147483647,9893,9/4/1993,test 807,17,US,7106,5153,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
808,Home Audio,Digital,Power speakers,878,16,2147483647,8809,6/24/1951,test 808,15,US,4723,2499,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
809,Home Audio,Speakers,"41"" and above",4841,15,2147483647,9161,8/26/1986,test 809,28,US,6939,6569,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
810,Cameras,Speakers,Power speakers,8905,16,2147483647,9633,5/11/1936,test 810,32,US,3627,5644,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
811,Cameras,Surge Protectors,"41"" and above",7641,16,2147483647,1888,1/2/1944,test 811,18,US,9708,6886,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
812,Home Audio,Digital,Power speakers,2651,15,2147483647,6992,7/2/1912,test 812,9,US,267,646,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
813,Televisions,Speakers,Power speakers,6587,15,2147483647,4636,6/8/1910,test 813,18,US,4476,3336,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
814,Cameras,Surge Protectors,"41"" and above",530,15,2147483647,4244,5/14/1980,test 814,2,US,3794,8773,2063836354,red,7/16/2009 9:23,7/16/2009 9:23
815,Home Audio,Digital,In-Wall Speakers,7149,15,2147483647,7650,1/10/1970,test 815,24,US,3795,385,1702564388,red,7/16/2009 9:23,7/16/2009 9:23
816,Home Audio,Digital,"21"" - 30""",2036,16,2147483647,1055,3/12/1991,test 816,6,US,7509,2399,1609772461,black,7/16/2009 9:23,7/16/2009 9:23
817,Televisions,LCD,In-Wall Speakers,501,16,2147483647,8241,9/20/1984,test 817,8,US,7842,196,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
818,Cameras,Digital,"41"" and above",4098,15,2147483647,9453,7/18/1961,test 818,24,US,6257,6487,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
819,Cameras,Digital,In-Wall Speakers,6444,16,2147483647,4389,2/9/1914,test 819,16,US,9139,1356,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
820,Home Audio,Speakers,"41"" and above",7507,16,2147483647,9351,2/27/1922,test 820,15,US,406,4213,993781124,green,7/16/2009 9:23,7/16/2009 9:23
821,Cameras,Surge Protectors,In-Wall Speakers,6327,16,2147483647,4064,9/3/2006,test 821,13,US,3896,5383,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
822,Home Audio,Speakers,"41"" and above",3091,16,1756361160,1546,2/16/1946,test 822,25,US,5459,8245,1515294458,white,7/16/2009 9:23,7/16/2009 9:23
823,Cameras,Surge Protectors,"41"" and above",3138,16,2147483647,2563,3/6/1960,test 823,11,US,9426,2085,829423169,yellow,7/16/2009 9:23,7/16/2009 9:23
824,Home Audio,Digital,"21"" - 30""",7806,16,1825006041,7935,5/1/1949,test 824,35,US,8326,8249,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
825,Accessories,Digital,"21"" - 30""",7034,16,2147483647,7185,7/8/1910,test 825,50,US,2971,4888,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
826,Accessories,LCD,"31""- 40""",4449,16,1886730429,5596,4/21/1922,test 826,36,US,2067,9331,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
827,Televisions,Digital,Power speakers,2264,16,2147483647,4224,2/17/1969,test 827,42,US,7909,7923,1660781572,white,7/16/2009 9:23,7/16/2009 9:23
828,Televisions,LCD,In-Wall Speakers,222,16,2147483647,3608,1/3/2005,test 828,50,US,8985,482,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
829,Home Audio,Surge Protectors,"21"" - 30""",698,15,2147483647,9465,8/25/1997,test 829,26,US,3060,6024,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
830,Televisions,LCD,"21"" - 30""",5667,16,1311393346,2976,7/25/1931,test 830,38,US,2021,7971,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
